diff,value,latitude,longitude
925671,109,37.70098,140.9491167
925666,105,37.70097667,140.9491267
925661,98,37.70097333,140.9491367
925656,102,37.70095333,140.9491467
925651,103,37.70087167,140.949175
925646,108,37.70087,140.9491767
925641,103,37.70087,140.94918
925636,104,37.70087,140.9491817
925630,99,37.70087,140.9491833
925625,102,37.70087167,140.9491833
925620,107,37.70087333,140.9491833
925615,109,37.70087333,140.94918
925610,119,37.70087167,140.9491783
925605,123,37.70087,140.9491767
925600,120,37.70086833,140.9491717
925595,119,37.70086667,140.94917
925589,122,37.700865,140.949165
925584,117,37.70086667,140.9491633
925579,120,37.70086333,140.9491717
925574,118,37.70086,140.94919
925569,120,37.70085833,140.9492067
925564,118,37.70085667,140.9492083
925559,119,37.70085833,140.9491967
925554,117,37.70084667,140.9491833
925548,110,37.70078167,140.9491883
925543,111,37.700725,140.94919
925538,111,37.70061,140.9492217
925533,109,37.70061333,140.9494483
925528,106,37.70070667,140.95002
925523,110,37.70084667,140.950895
925518,108,37.70101333,140.9518767
925513,111,37.701175,140.9528367
925507,117,37.70150167,140.9539267
925502,113,37.70167667,140.9549317
925497,119,37.70179333,140.9559317
925492,116,37.701885,140.956865
925487,117,37.70198833,140.9575433
925482,117,37.70212,140.9578617
925477,118,37.70217667,140.9579467
925472,120,37.70241,140.9581767
925467,123,37.70284667,140.9585633
925462,114,37.70333833,140.95915
925456,116,37.70384667,140.9598733
925451,114,37.70410167,140.9602333
925446,108,37.70425667,140.9602783
925441,107,37.70435,140.9603883
925436,98,37.704455,140.960765
925431,95,37.70466333,140.9612117
925426,94,37.70494,140.9617583
925421,97,37.70523833,140.96233
925415,106,37.70546667,140.9627633
925410,108,37.70539333,140.962865
925405,105,37.70511,140.963055
925400,110,37.70504833,140.9631633
925395,112,37.70507333,140.9632367
925390,110,37.70519833,140.9634983
925385,112,37.70549,140.9640933
925380,108,37.70583833,140.9647817
925374,109,37.70616833,140.9654133
925369,112,37.70616833,140.965635
925364,108,37.70609,140.965665
925359,104,37.70609,140.9656667
925354,100,37.70608833,140.9656667
925349,95,37.70608667,140.965665
925344,95,37.70609,140.9656633
925339,93,37.706095,140.96566
925333,89,37.70608667,140.9656917
925328,89,37.706015,140.9657367
925323,82,37.70574667,140.9657983
925318,90,37.70534667,140.965895
925313,93,37.704925,140.9660517
925308,95,37.704595,140.9662033
925303,101,37.70421833,140.9663983
925298,104,37.703855,140.966585
925292,102,37.70341167,140.9668133
925287,104,37.70304,140.9670117
925282,106,37.702695,140.967215
925277,104,37.70238167,140.9673667
925272,102,37.702045,140.9675117
925267,105,37.701615,140.9677083
925262,105,37.70129,140.967875
925257,109,37.70110833,140.9679667
925251,108,37.70110333,140.9679683
925246,115,37.701105,140.96798
925241,113,37.70110667,140.9679883
925236,106,37.70111167,140.9679967
925231,108,37.70112333,140.9679967
925226,109,37.70104833,140.9680333
925221,106,37.70077167,140.9682017
925215,111,37.70040667,140.9684267
925210,113,37.70005,140.9686233
925205,109,37.69960833,140.9688183
925200,114,37.69903833,140.96889
925195,108,37.69841333,140.96892
925190,110,37.69781167,140.9689433
925185,97,37.69715167,140.968975
925180,96,37.69654833,140.9689967
925175,101,37.695945,140.969025
925170,110,37.69535667,140.969065
925164,114,37.694755,140.969115
925159,123,37.69443333,140.9691417
925154,129,37.69414167,140.969175
925149,134,37.694065,140.96918
925144,139,37.69407333,140.9691767
925139,148,37.69388833,140.9691917
925134,152,37.69338667,140.9692433
925129,153,37.69289,140.9693317
925123,156,37.69231667,140.9694667
925118,154,37.69175833,140.96959
925113,159,37.691095,140.9695633
925108,153,37.69041833,140.9693117
925103,151,37.68977667,140.9692583
925098,146,37.68912167,140.9693483
925093,141,37.68851667,140.9693767
925088,141,37.68798333,140.9692067
925082,137,37.68740833,140.96889
925077,135,37.68681333,140.9686583
925072,137,37.68612833,140.9686217
925067,136,37.68544333,140.9686817
925062,133,37.68479167,140.96894
925057,138,37.684225,140.969445
925052,141,37.68368833,140.9698517
925047,143,37.683135,140.969935
925041,145,37.68241333,140.969625
925036,147,37.68178167,140.96919
925031,151,37.68123833,140.968725
925026,153,37.68087667,140.9681467
925021,149,37.680575,140.96754
925016,142,37.680245,140.96697
925011,143,37.67986167,140.9664183
925006,143,37.67942,140.9658517
925001,157,37.678885,140.9653183
924995,156,37.67826,140.9647517
924990,148,37.677655,140.9644433
924985,141,37.677025,140.9644633
924980,138,37.67641667,140.9646783
924975,148,37.675735,140.9646217
924970,145,37.675025,140.96449
924965,144,37.67436333,140.9643567
924960,153,37.67394,140.964265
924954,157,37.67327333,140.9643117
924949,156,37.67267,140.964495
924944,154,37.67208833,140.96456
924939,150,37.67158,140.964435
924934,149,37.67113,140.9643467
924929,149,37.67069333,140.964405
924924,149,37.67027333,140.9646133
924919,153,37.66991667,140.9647717
924913,142,37.6696,140.9648333
924908,143,37.66932833,140.9648483
924903,142,37.66895667,140.9647333
924898,137,37.66875,140.9641333
924893,128,37.66877333,140.9632583
924888,121,37.66867333,140.9623333
924883,127,37.66850833,140.96165
924877,123,37.66792667,140.9612433
924872,120,37.667215,140.9611883
924867,118,37.66646667,140.96114
924862,117,37.66574833,140.96128
924857,113,37.66509667,140.9617233
924852,114,37.66449333,140.96216
924847,110,37.663915,140.9625383
924842,100,37.66342833,140.9626633
924836,102,37.66280667,140.9624367
924831,104,37.66223167,140.9621383
924826,107,37.66164333,140.9618417
924821,101,37.6611,140.961565
924816,103,37.66062667,140.9613683
924811,110,37.66022,140.961305
924806,111,37.65992833,140.9612883
924801,115,37.65970833,140.9612633
924795,113,37.65950167,140.96126
924790,112,37.65934667,140.9612717
924785,118,37.65889833,140.9614417
924780,131,37.65830167,140.9618133
924775,130,37.657695,140.9622233
924770,141,37.65718,140.9625917
924765,136,37.65671,140.9628967
924760,140,37.65636667,140.96329
924754,134,37.65607333,140.9636283
924749,130,37.65573,140.963445
924744,131,37.65528333,140.96301
924739,130,37.65488667,140.9627017
924734,133,37.65455667,140.9625017
924729,128,37.654165,140.9622433
924724,118,37.65378333,140.961985
924719,106,37.65341167,140.961745
924713,103,37.65293833,140.961435
924708,100,37.65255167,140.961195
924703,105,37.65215833,140.9609567
924698,100,37.65174333,140.9606983
924693,103,37.65131,140.9604683
924688,104,37.65087333,140.9602933
924683,101,37.65041667,140.9601067
924678,102,37.64997333,140.95992
924672,109,37.64946167,140.9597317
924667,113,37.64896667,140.9596333
924662,119,37.64823333,140.9596
924657,119,37.64747167,140.95948
924652,119,37.64652333,140.9593683
924647,114,37.64609333,140.9592517
924642,116,37.64587667,140.959215
924637,118,37.64574833,140.959045
924631,118,37.64579333,140.958845
924626,119,37.645795,140.958845
924621,122,37.64579333,140.9588417
924616,122,37.645795,140.9588417
924611,121,37.64579333,140.9588433
924606,119,37.64579167,140.9588483
924601,121,37.64579667,140.9588567
924596,125,37.6458,140.9588683
924590,126,37.64580333,140.958875
924585,124,37.64580167,140.9588783
924580,125,37.64579667,140.958875
924575,120,37.64579,140.9588733
924570,129,37.64578333,140.9588733
924565,130,37.64577333,140.95887
924560,134,37.64576833,140.9588733
924555,132,37.64577333,140.9588583
924549,131,37.64589167,140.95834
924544,130,37.64608833,140.9575017
924539,137,37.64628333,140.9565433
924534,134,37.646485,140.9555867
924529,134,37.64668,140.9546733
924524,146,37.64685,140.953875
924519,148,37.646995,140.9531867
924514,149,37.64706167,140.95272
924508,138,37.64705333,140.9523417
924503,142,37.64739167,140.9517833
924498,135,37.64773333,140.9512533
924493,137,37.64800333,140.9508183
924488,131,37.64831,140.95033
924483,137,37.64861667,140.9498367
924478,126,37.64894167,140.9493217
924473,143,37.64929333,140.9487683
924467,148,37.64971333,140.94811
924462,151,37.65005,140.9475733
924457,152,37.65039833,140.9470133
924452,156,37.65077,140.946415
924447,159,37.65116,140.9457967
924442,160,37.65160333,140.94526
924437,171,37.65203167,140.9447967
924432,167,37.65244,140.9443483
924426,175,37.65299,140.9437367
924421,177,37.65347,140.9432083
924416,190,37.65394833,140.9426867
924411,178,37.65442833,140.9421683
924406,177,37.654925,140.9416133
924401,168,37.65542667,140.9410683
924396,161,37.65593167,140.9405217
924391,157,37.656425,140.9399967
924385,154,37.65680333,140.93929
924380,144,37.65698,140.93852
924375,134,37.65716833,140.9377267
924370,135,37.65735667,140.9369517
924365,133,37.65752833,140.93619
924360,125,37.6577,140.9354667
924355,113,37.65785833,140.9347617
924350,116,37.65801833,140.93404
924344,109,37.65819667,140.9332533
924339,106,37.658315,140.9327317
924334,102,37.65834833,140.9324183
924329,100,37.65832667,140.93235
924324,97,37.65832,140.932345
924319,99,37.658265,140.9323083
924314,103,37.658125,140.9322
924309,100,37.65812833,140.9321833
924303,96,37.65817833,140.9320917
924298,91,37.65825667,140.931915
924293,90,37.65827833,140.931795
924288,85,37.65828,140.9317917
924283,90,37.65828167,140.93179
924278,91,37.65828,140.93179
924273,100,37.65828167,140.93179
924268,110,37.65828333,140.9317917
924262,117,37.658285,140.9317933
924257,120,37.658285,140.931795
924252,123,37.658285,140.931795
924247,125,37.658285,140.931795
924242,125,37.65828833,140.931795
924237,127,37.65828833,140.931795
924232,125,37.65828833,140.931795
924227,124,37.65828833,140.9317967
924221,124,37.65828667,140.9317967
924216,118,37.65828667,140.9317967
924211,119,37.65828833,140.9317983
924206,112,37.65828833,140.9318
924201,111,37.65828667,140.9318017
924196,109,37.65828667,140.9318033
924191,101,37.65828667,140.9318017
924186,106,37.65828667,140.9318017
924180,110,37.65828833,140.9317983
924175,119,37.65828833,140.9317983
924170,122,37.65828833,140.9317983
924165,122,37.65829,140.9317983
924160,125,37.65829167,140.9317983
924155,128,37.65829333,140.9317983
924150,120,37.658295,140.9317983
924145,118,37.65829833,140.9317983
924139,113,37.65830167,140.9317967
924134,111,37.65830333,140.9317967
924129,116,37.65830333,140.931795
924124,110,37.65830333,140.931795
924119,101,37.65830333,140.9317933
924114,95,37.65830333,140.9317933
924109,93,37.65830167,140.9317933
924104,97,37.6583,140.9317933
924098,94,37.6583,140.9317933
924093,93,37.6583,140.9317933
924088,98,37.65830167,140.9317917
924083,102,37.65830167,140.9317917
924078,102,37.65830167,140.93179
924073,107,37.65829667,140.9317883
924068,104,37.65829167,140.9317867
924062,104,37.65829,140.9317867
924057,105,37.65829167,140.9317867
924052,111,37.65829167,140.9317867
924047,114,37.65828833,140.931785
924042,111,37.65828667,140.931785
924037,108,37.658285,140.931785
924032,113,37.658285,140.931785
924027,113,37.65828333,140.931785
924021,110,37.658285,140.9317867
924016,110,37.65828667,140.9317867
924011,110,37.65828667,140.9317867
924006,110,37.65828667,140.9317867
924001,109,37.65828667,140.9317867
923996,113,37.658285,140.9317867
923991,111,37.65828,140.9317867
923986,109,37.65827833,140.9317867
923980,112,37.658275,140.9317883
923975,113,37.658275,140.93179
923970,110,37.65827,140.931795
923965,112,37.65826167,140.9317983
923960,111,37.65826,140.9317967
923955,109,37.65825833,140.9317983
923950,101,37.65825667,140.9318
923945,102,37.65825333,140.9318017
923940,102,37.65824667,140.9318033
923934,105,37.65824167,140.9318033
923929,107,37.65824167,140.9318017
923924,105,37.65824,140.9318017
923919,106,37.65823833,140.9318017
923914,104,37.658235,140.931805
923909,102,37.65823333,140.9318067
923904,92,37.65823167,140.93181
923899,94,37.65822833,140.9318117
923893,96,37.65822667,140.9318133
923888,103,37.65822833,140.931815
923883,108,37.65823,140.931815
923878,111,37.65823,140.931815
923873,107,37.65823,140.931815
923868,102,37.65823,140.9318183
923863,102,37.65822833,140.9318217
923858,99,37.65822833,140.9318233
923852,101,37.65822833,140.931825
923847,98,37.65822667,140.9318233
923842,102,37.65822167,140.9318233
923837,100,37.65822333,140.9318167
923832,108,37.65822,140.93181
923827,101,37.65822,140.9318117
923822,94,37.65822,140.9318167
923817,88,37.65821,140.931845
923811,90,37.65821,140.931845
923806,87,37.65821167,140.9318433
923801,91,37.65821333,140.93184
923796,91,37.65821333,140.9318383
923791,87,37.65821333,140.931835
923786,87,37.65821333,140.9318333
923781,86,37.658215,140.9318317
923776,87,37.65821833,140.93183
923770,81,37.65822,140.93183
923765,83,37.65822,140.93183
923760,86,37.65822,140.9318283
923755,88,37.65822167,140.931825
923750,87,37.65822333,140.9318233
923745,88,37.658225,140.93182
923740,80,37.65822667,140.9318183
923735,82,37.65822833,140.9318183
923729,86,37.65823,140.9318183
923724,86,37.65823,140.93182
923719,90,37.65823,140.93182
923714,90,37.65823167,140.9318217
923709,89,37.65823333,140.9318217
923704,90,37.658235,140.9318217
923699,84,37.65823667,140.93182
923694,91,37.65823833,140.93182
923688,89,37.65824,140.9318183
923683,87,37.65824167,140.9318183
923678,94,37.65824333,140.9318183
923673,89,37.658245,140.9318183
923668,95,37.658245,140.9318183
923663,103,37.658245,140.9318183
923658,99,37.65824667,140.9318183
923653,99,37.65824833,140.9318167
923648,100,37.65825167,140.931815
923642,99,37.658255,140.9318117
923637,100,37.65825667,140.93181
923632,92,37.65825667,140.9318067
923627,89,37.65825333,140.931805
923622,91,37.65825167,140.9318017
923617,87,37.65825167,140.9317983
923612,86,37.658255,140.9317933
923607,83,37.65826,140.9317867
923601,81,37.65826333,140.9317833
923596,84,37.65826333,140.9317783
923591,85,37.65826333,140.9317783
923586,83,37.65826333,140.9317767
923581,83,37.65826333,140.931775
923576,87,37.658265,140.9317733
923571,90,37.65826667,140.9317733
923566,89,37.65826667,140.9317733
923560,92,37.658265,140.931775
923555,91,37.658265,140.931775
923550,95,37.658265,140.931775
923545,90,37.658265,140.931775
923540,90,37.65826667,140.931775
923535,88,37.65826667,140.931775
923530,85,37.65826667,140.931775
923525,84,37.65826833,140.9317733
923519,83,37.658265,140.9317733
923514,79,37.65826,140.9317733
923509,81,37.65825667,140.9317733
923504,82,37.658255,140.931775
923499,76,37.65825333,140.9317767
923494,76,37.65825167,140.9317767
923489,75,37.65825167,140.9317783
923484,80,37.65825167,140.93178
923478,77,37.65825333,140.9317817
923473,82,37.65825667,140.9317817
923468,82,37.65826,140.9317817
923463,83,37.65826,140.9317817
923458,81,37.65826,140.9317817
923453,85,37.65825833,140.93178
923448,87,37.65825833,140.93178
923443,87,37.65825667,140.93178
923438,90,37.65825667,140.93178
923433,90,37.65825833,140.93178
923427,91,37.658255,140.9317817
923422,94,37.65825,140.931785
923417,92,37.658245,140.9317867
923412,83,37.65824333,140.9317883
923407,83,37.65824667,140.9317883
923402,83,37.65825333,140.9317867
923397,87,37.658255,140.9317833
923392,89,37.65825667,140.9317817
923386,93,37.65826,140.93178
923381,100,37.65826,140.9317783
923376,107,37.65825833,140.9317783
923371,108,37.65826167,140.93178
923366,108,37.65826667,140.9317817
923361,98,37.65827333,140.9317817
923356,100,37.65827667,140.9317817
923351,107,37.65827833,140.9317817
923345,106,37.65827667,140.9317833
923340,108,37.65827,140.931785
923335,103,37.65826333,140.9317867
923330,99,37.65826,140.9317867
923325,96,37.65825667,140.9317883
923320,90,37.658255,140.93179
923315,87,37.65825167,140.9317917
923310,89,37.65824833,140.9317917
923304,89,37.658245,140.9317933
923299,97,37.65824333,140.9317933
923294,100,37.65824333,140.9317933
923289,103,37.65824667,140.9317917
923284,115,37.65825,140.9317883
923279,113,37.65825333,140.9317883
923274,116,37.658255,140.931785
923268,113,37.65825833,140.93178
923263,107,37.65826333,140.9317767
923258,115,37.65826667,140.9317767
923253,108,37.65826833,140.9317767
923248,105,37.65827167,140.9317767
923243,105,37.65827333,140.9317783
923238,97,37.65827667,140.9317783
923233,96,37.65827833,140.93178
923227,91,37.65828,140.93178
923222,79,37.65828,140.93178
923217,79,37.65828,140.9317733
923212,80,37.65827667,140.9317717
923207,85,37.65827333,140.9317717
923202,83,37.65827333,140.9317683
923197,80,37.65827333,140.9317667
923192,87,37.65826667,140.9317667
923186,92,37.65826333,140.931765
923181,92,37.65825667,140.931765
923176,103,37.658255,140.9317633
923171,99,37.65825833,140.9317633
923166,100,37.65826333,140.9317633
923161,107,37.65826667,140.9317617
923156,111,37.65826833,140.9317617
923151,116,37.65826833,140.93176
923145,129,37.65826667,140.931765
923140,133,37.65826333,140.93177
923135,145,37.658255,140.9317783
923130,147,37.65825667,140.93179
923125,148,37.65825333,140.9317983
923120,152,37.658255,140.9318
923115,150,37.65824833,140.931805
923109,161,37.658245,140.9318
923104,167,37.65826667,140.9317717
923099,169,37.65833167,140.93178
923094,174,37.658475,140.93182
923089,172,37.65858667,140.9315233
923084,174,37.65874,140.93089
923079,180,37.65893,140.9300967
923074,177,37.65911667,140.92927
923068,178,37.65934167,140.9282883
923063,187,37.65953667,140.92746
923058,191,37.65973,140.9266133
923053,195,37.65993333,140.92579
923048,193,37.66012,140.92502
923043,197,37.66029833,140.924365
923038,203,37.6605,140.9236717
923033,200,37.66065833,140.923005
923027,210,37.6608,140.922385
923022,207,37.660815,140.92231
923017,217,37.66081667,140.9223067
923012,210,37.66082333,140.9222983
923007,211,37.66083167,140.92228
923002,210,37.66083667,140.922265
922997,212,37.660835,140.922275
922992,219,37.66084167,140.9222683
922986,220,37.66090167,140.9220717
922981,217,37.661,140.9215533
922976,212,37.66110667,140.920645
922971,213,37.661175,140.91969
922966,214,37.66129833,140.9187433
922961,208,37.66148,140.9177817
922956,206,37.66167,140.9167517
922951,211,37.66179833,140.9158567
922946,224,37.66171333,140.9150317
922940,241,37.66157,140.9141167
922935,243,37.66147333,140.9133433
922930,257,37.661365,140.9124467
922925,273,37.66122333,140.9113967
922920,285,37.66108167,140.9104117
922915,292,37.66096333,140.9095467
922910,297,37.66094,140.9087483
922905,300,37.66106333,140.9079633
922899,323,37.66129333,140.9069967
922894,329,37.66148333,140.9062017
922889,336,37.66167333,140.9053983
922884,338,37.66190667,140.9044383
922879,321,37.66216167,140.903485
922874,334,37.66236,140.9026467
922869,328,37.66251833,140.901865
922864,341,37.66267833,140.9011167
922858,351,37.66281333,140.9001083
922853,368,37.66279333,140.8992267
922848,374,37.662845,140.8984083
922843,386,37.66292333,140.8975
922838,393,37.66315833,140.8966617
922833,403,37.66351833,140.8958783
922828,418,37.66366833,140.8950617
922822,425,37.66376667,140.8940933
922817,444,37.66384,140.8933317
922812,450,37.66393167,140.8925367
922807,457,37.66402833,140.89174
922802,467,37.66413,140.890795
922797,484,37.66424833,140.8897333
922792,488,37.66437333,140.8886717
922787,512,37.66448667,140.887665
922781,532,37.664485,140.8865417
922776,534,37.664375,140.8856917
922771,544,37.66430167,140.884865
922766,543,37.66422833,140.8840967
922761,555,37.66428,140.8832783
922756,562,37.66442167,140.8824433
922751,563,37.66458,140.8815067
922746,572,37.664645,140.8807083
922740,557,37.66479167,140.8794517
922735,566,37.66491,140.878485
922730,569,37.665025,140.8775567
922725,552,37.665095,140.8766517
922720,546,37.66515667,140.875875
922715,541,37.665215,140.8750467
922710,544,37.66528833,140.8742333
922704,559,37.6654,140.873285
922699,552,37.66548833,140.872435
922694,555,37.66558,140.87157
922689,550,37.66587667,140.8706467
922684,533,37.6662,140.8696367
922679,524,37.66609833,140.8681483
922674,500,37.66610333,140.8674117
922669,499,37.666405,140.8671783
922663,506,37.667245,140.8669867
922658,488,37.66792,140.866995
922653,484,37.66856667,140.867255
922648,470,37.66916,140.8675167
922643,446,37.66981333,140.867585
922638,445,37.67049,140.8674083
922633,430,37.67113333,140.8671917
922627,454,37.671845,140.8667083
922622,466,37.67241,140.8662783
922617,478,37.67300667,140.86576
922612,493,37.67362667,140.8651283
922607,490,37.67428667,140.8644633
922602,484,37.67497,140.8637683
922597,493,37.67566,140.86309
922592,488,37.67636,140.8625967
922586,481,37.67721667,140.8621867
922581,491,37.677705,140.86169
922576,488,37.677935,140.8608967
922571,488,37.67813833,140.8599767
922566,468,37.67831833,140.8590317
922561,465,37.67850333,140.858155
922556,448,37.67867667,140.8573267
922551,423,37.679005,140.8565317
922545,414,37.67956,140.8555967
922540,411,37.67994667,140.854655
922535,403,37.68013667,140.8538917
922530,414,37.680365,140.8530433
922525,423,37.68084333,140.8525017
922520,421,37.68148667,140.8523417
922515,428,37.68219333,140.852265
922510,428,37.68293667,140.8520583
922504,428,37.68381333,140.8517167
922499,430,37.68444833,140.8514367
922494,439,37.685015,140.8509833
922489,449,37.68548333,140.8503283
922484,466,37.68584,140.8495683
922479,467,37.68611167,140.8488033
922474,467,37.68623667,140.8480167
922469,468,37.68649167,140.8471983
922463,460,37.68693333,140.846405
922458,449,37.68735167,140.84574
922453,442,37.68776833,140.8450117
922448,435,37.68809167,140.8441417
922443,429,37.688075,140.8432233
922438,432,37.68805167,140.8422783
922433,438,37.68803,140.84132
922427,430,37.68817667,140.84019
922422,415,37.68846167,140.8392483
922417,405,37.68869833,140.8383017
922412,390,37.68874167,140.8372883
922407,368,37.68874167,140.8362567
922402,368,37.68854,140.8354083
922397,365,37.68795333,140.8348933
922392,355,37.68732667,140.8343833
922386,355,37.68714833,140.8333883
922381,364,37.68757,140.83282
922376,353,37.68822167,140.8328283
922371,347,37.68886,140.8331917
922366,353,37.68944833,140.8335633
922361,346,37.68998667,140.83392
922356,358,37.69049833,140.8342817
922351,370,37.69108167,140.834625
922345,374,37.691715,140.8342733
922340,387,37.69233667,140.83381
922335,396,37.69298167,140.8332917
922330,400,37.69354333,140.8323917
922325,422,37.693635,140.831445
922320,422,37.69355833,140.83049
922315,449,37.69340333,140.8296167
922310,461,37.69316333,140.828895
922304,450,37.692495,140.8285483
922299,464,37.69196333,140.8282617
922294,469,37.691655,140.827475
922289,491,37.69113333,140.8269433
922284,510,37.69053333,140.8265317
922279,504,37.689935,140.8265017
922274,506,37.68954833,140.82712
922269,512,37.68916,140.82773
922263,514,37.68849667,140.8278717
922258,498,37.68824,140.8273033
922253,476,37.68848167,140.826675
922248,466,37.68882333,140.826105
922243,477,37.68879167,140.825405
922238,471,37.688485,140.8247333
922233,462,37.688125,140.82407
922228,433,37.687755,140.823445
922223,422,37.68743167,140.822845
922217,426,37.68718833,140.8219533
922212,438,37.68756167,140.8216183
922207,435,37.68804833,140.82185
922202,427,37.68826667,140.822485
922197,441,37.68861333,140.82302
922192,432,37.68913667,140.82281
922187,428,37.68953333,140.8223183
922182,432,37.690095,140.8221683
922176,448,37.69049,140.8228483
922171,459,37.69070667,140.8236383
922166,471,37.69128167,140.8238317
922161,465,37.691735,140.82328
922156,449,37.69179167,140.8223567
922151,437,37.691765,140.82126
922146,426,37.69166667,140.8202467
922141,412,37.69158333,140.8194017
922136,398,37.69152167,140.818665
922130,401,37.69148167,140.8177817
922125,397,37.69141167,140.816995
922120,385,37.69136667,140.8161733
922115,359,37.69135333,140.81537
922110,355,37.691345,140.8143767
922105,343,37.69136333,140.8132483
922100,346,37.69135667,140.8121167
922095,352,37.69135667,140.8110033
922089,349,37.69147333,140.8097517
922084,361,37.69165333,140.8088833
922079,350,37.69159833,140.8080733
922074,329,37.691285,140.8072867
922069,299,37.69091667,140.8064467
922064,280,37.69051833,140.805635
922059,256,37.690065,140.8049483
922054,240,37.68946167,140.8045117
922048,209,37.68885667,140.8039333
922043,212,37.68859167,140.80312
922038,234,37.68832167,140.8022417
922033,253,37.68803667,140.801405
922028,260,37.687785,140.8005267
921987,546,37.68559333,140.7927667
921982,556,37.68536833,140.7919333
921977,548,37.685135,140.7908883
921972,533,37.684865,140.789905
921967,537,37.68438833,140.78909
921961,564,37.68364,140.7882767
921956,570,37.68304333,140.7876117
921951,530,37.68245167,140.786945
921946,528,37.681965,140.786305
921941,534,37.68197,140.7855667
921936,527,37.68231333,140.7848667
921931,537,37.68269667,140.784075
921926,558,37.682835,140.783145
921920,578,37.68307,140.7821433
921915,578,37.68356833,140.7814783
921910,586,37.68399,140.780715
921905,583,37.68423667,140.7797917
921900,557,37.684405,140.7792133
921895,548,37.68502,140.7789683
921890,574,37.68575833,140.7787517
921885,574,37.68639833,140.7782533
921879,588,37.68713833,140.7775883
921874,596,37.68770833,140.7770883
921869,586,37.68814167,140.7765083
921864,566,37.6885,140.7756817
921859,553,37.68889,140.7749567
921854,549,37.68941167,140.7744133
921849,541,37.69006333,140.773995
921844,538,37.69060833,140.7733883
921838,543,37.69116,140.7724683
921833,564,37.69161167,140.7716483
921828,566,37.69198833,140.7707883
921823,558,37.69219,140.7699367
921818,542,37.69228667,140.7690233
921813,542,37.69242333,140.768115
921808,547,37.692615,140.7672883
921803,535,37.69289167,140.76652
921797,516,37.69325333,140.7656067
921792,512,37.69354333,140.7648767
921787,516,37.69370667,140.7641117
921782,506,37.69370833,140.76327
921777,495,37.69377167,140.7624483
921772,486,37.69407667,140.7617317
921767,459,37.69428,140.7609817
921761,469,37.69431833,140.760045
921756,455,37.694335,140.75929
921751,478,37.69434833,140.7586183
921746,475,37.69437333,140.7579983
921741,489,37.69438,140.7574483
921736,498,37.69438833,140.75689
921731,490,37.69439,140.7563117
921726,488,37.694545,140.7557017
921720,494,37.694825,140.7549
921715,500,37.69489833,140.754205
921710,484,37.69500833,140.7534983
921705,499,37.69517667,140.7528117
921700,492,37.69537833,140.7521317
921695,501,37.69547167,140.7513883
921690,474,37.695515,140.7506367
921685,463,37.69555333,140.74993
921679,441,37.695615,140.7491383
921674,436,37.69565333,140.7485783
921669,441,37.69566833,140.7481967
921664,428,37.69566833,140.748195
921659,440,37.69566833,140.748195
921654,435,37.69566667,140.748195
921649,429,37.69566333,140.7481967
921644,419,37.69566333,140.7481967
921638,416,37.69566333,140.748195
921633,415,37.695665,140.748195
921628,404,37.69566667,140.7481967
921623,411,37.69566833,140.7481967
921618,420,37.69567,140.7481983
921613,434,37.69567167,140.7481983
921608,422,37.695675,140.7481983
921602,431,37.69567833,140.7481983
921597,431,37.69568,140.7481983
921592,440,37.69568167,140.7481967
921587,443,37.695685,140.748195
921582,450,37.695685,140.7481933
921577,450,37.69568667,140.7481917
921572,449,37.69568667,140.7481883
921567,461,37.69569,140.7481883
921561,461,37.695695,140.7481867
921556,465,37.695695,140.7481883
921551,467,37.69569833,140.7481883
921546,483,37.69569833,140.7481883
921541,489,37.69569833,140.74819
921536,484,37.69569667,140.74819
921531,478,37.69569667,140.7481917
921525,468,37.695695,140.748195
921520,460,37.69569333,140.7481983
921515,473,37.69569333,140.7482017
921510,467,37.69569333,140.748205
921505,459,37.695695,140.7482067
921500,460,37.695695,140.74821
921495,463,37.695695,140.7482133
921490,457,37.69569833,140.7482167
921484,455,37.69570167,140.74822
921479,438,37.69570333,140.7482217
921474,424,37.69570333,140.7482217
921469,427,37.695705,140.7482233
921464,426,37.69570667,140.7482267
921459,436,37.695705,140.7482317
921454,426,37.69570167,140.748235
921449,426,37.69570167,140.748235
921443,422,37.69569833,140.7482367
921438,408,37.69569,140.7482383
921433,403,37.695685,140.7482383
921428,401,37.69568333,140.7482383
921423,405,37.69568667,140.7482333
921418,432,37.69568833,140.74823
921413,458,37.69568,140.7482233
921408,469,37.695665,140.7482217
921403,504,37.69565333,140.7482283
921397,514,37.69563833,140.7482317
921392,538,37.69562667,140.7482367
921387,550,37.69563333,140.747865
921382,567,37.69564833,140.7472233
921377,605,37.69565,140.746605
921372,639,37.69564333,140.7462333
921367,677,37.69574167,140.7458033
921362,687,37.69597,140.74505
921356,696,37.69623667,140.7440683
921351,699,37.69646333,140.7432517
921346,684,37.696695,140.7424333
921341,680,37.69692333,140.7416267
921336,681,37.69714,140.7408467
921331,675,37.69731167,140.7400733
921326,683,37.69729,140.739245
921321,690,37.69722667,140.7383683
921315,666,37.697165,140.7373033
921310,642,37.69711167,140.73641
921305,613,37.69706333,140.73554
921300,601,37.697025,140.7346667
921295,600,37.696975,140.7338267
921290,598,37.69692833,140.7330267
921285,620,37.69688167,140.732195
921280,592,37.69682667,140.73131
921274,591,37.696765,140.73027
921269,580,37.69665667,140.72944
921264,592,37.696495,140.7286283
921259,604,37.69634167,140.7278767
921254,609,37.69619167,140.72714
